isoform_id	hmm_acc	hmm_name	clan	orf_aa_start	orf_aa_end	type	bit_score	E_value	significant	residue	domain_isotype	domain_isotype_simple	transcriptStart	transcriptEnd	pfamStarExon	pfamEndExon	pfamStartGenomic	pfamEndGenomic
ENST00000489822.5	PF00076.27	RRM_1	CL0221	99	169	Domain	77.8	5.3e-22	1	NA	Reference	Reference	794	1006	5	7	119581998	119578775
ENST00000489822.5	PF00076.27	RRM_1	CL0221	207	271	Domain	59.6	2.4e-16	1	NA	Reference	Reference	1118	1312	8	10	119577674	119577128
ENST00000489841.6	PF17207.8	MCM_OB	CL0021	1	105	Domain	86.2	1.8e-24	1	NA	Complex	Non-reference	1250	1564	4	6	100099076	100098168
ENST00000489841.6	PF00493.28	MCM	CL0023	144	365	Domain	341.1	2.4e-102	1	NA	Reference	Reference	1679	2344	7	11	100097861	100095443
ENST00000489841.6	PF17855.6	MCM_lid	CL0671	381	465	Domain	78.7	4.1e-22	1	NA	Reference	Reference	2390	2644	11	13	100095397	100093327
ENST00000489873.1	PF00008.32	EGF	CL0001	174	210	Domain	26	9.8e-6	1	NA	Complex	Non-reference	1047	1157	4	4	65494891	65494781
ENST00000489873.1	PF00008.32	EGF	CL0001	217	252	Domain	24.3	3.4e-5	1	NA	Insertion	Non-reference	1176	1283	4	5	65494762	65490700
ENST00000489885.1	PF00625.26	Guanylate_kin	CL0023	71	129	Domain	38.1	1.5e-9	1	NA	Complex	Non-reference	858	1034	1	2	7191378	7190750
ENST00000489894.5	PF04148.18	Erv26	No_Clan	1	135	Family	138.7	2.8e-40	1	NA	Truncation	Non-reference	47	451	1	4	70994757	70989716
ENST00000489960.5	PF10160.14	Tmemb_40	CL0192	39	314	Family	271	1.2e-80	1	NA	Reference	Reference	521	1348	3	12	127580032	127573701
ENST00000490016.6	PF08926.16	DUF1908	No_Clan	69	342	Domain	484.2	1e-145	1	NA	Reference	Reference	275	1096	5	11	67090170	67114221
ENST00000490175.5	PF00787.29	PX	No_Clan	10	64	Domain	23.6	6.6e-5	1	NA	Complex	Non-reference	393	557	4	5	17954042	17952593
ENST00000490175.5	PF09325.15	Vps5	CL0145	74	293	Domain	60	3e-16	1	NA	Reference	Reference	585	1244	6	13	17951574	17942378
ENST00000490210.6	PF13246.11	Cation_ATPase	CL0137	243	359	Family	31.6	1.5e-7	1	NA	Complex	Non-reference	1164	1514	13	15	79307106	79330071
ENST00000490210.6	PF00702.31	Hydrolase	CL0137	335	580	Domain	39.7	8e-10	1	NA	Complex	Non-reference	1440	2177	14	21	79329288	79345815
ENST00000490210.6	PF16212.10	PhoLip_ATPase_C	CL0137	594	706	Family	101.8	6.1e-29	1	NA	Truncation	Non-reference	2217	2555	22	24	79347785	79359486
ENST00000490239.5	PF00059.26	Lectin_C	CL0056	35	137	Domain	52.9	6.5e-14	1	NA	Reference	Reference	1129	1437	5	7	35612934	35610648
ENST00000490316.7	PF02893.25	GRAM	CL0266	110	223	Domain	33.8	3e-8	1	NA	Insertion	Non-reference	328	669	4	7	150718649	150730195
ENST00000490316.7	PF06602.19	Myotub-related	CL0031	230	567	Domain	496.5	4.3e-149	1	NA	Reference	Reference	688	1701	8	14	150730528	150750837
ENST00000490373.5	PF14604.11	SH3_9	CL0010	160	208	Domain	43.8	2e-11	1	NA	Reference	Reference	1383	1529	8	8	155330413	155330559
ENST00000490428.5	PF01661.26	Macro	CL0223	68	122	Domain	62.8	3.2e-17	1	NA	Truncation	Non-reference	253	417	3	5	14085719	14684967
ENST00000490484.7	PF00076.27	RRM_1	CL0221	2	66	Domain	41.8	8.6e-11	1	NA	Complex	Non-reference	16	210	1	2	35725097	35724588
ENST00000490484.7	PF00076.27	RRM_1	CL0221	95	165	Domain	85	2.9e-24	1	NA	Reference	Reference	295	507	3	5	35721811	35714315
ENST00000490484.7	PF15519.11	RBM39linker	No_Clan	184	232	Domain	34.3	3.5e-8	1	NA	Complex	Non-reference	562	708	5	6	35714260	35713787
ENST00000490506.5	PF14735.11	HAUS4	No_Clan	3	236	Family	296.8	1.4e-88	1	NA	Reference	Reference	437	1138	4	9	22951641	22946537
ENST00000490534.2	PF13927.11	Ig_3	CL0159	30	114	Domain	56.7	3e-15	1	NA	Reference	Reference	144	398	2	2	77098040	77098294
ENST00000490534.2	PF13927.11	Ig_3	CL0159	134	207	Domain	51.7	1.1e-13	1	NA	Reference	Reference	456	677	3	4	77477425	77481173
ENST00000490534.2	PF07679.21	I-set	CL0159	225	310	Domain	79.1	2.4e-22	1	NA	Reference	Reference	729	986	5	6	77493249	77522898
ENST00000490534.2	PF13927.11	Ig_3	CL0159	313	394	Domain	59.9	3e-16	1	NA	Reference	Reference	993	1238	7	8	77546340	77550940
ENST00000490534.2	PF07679.21	I-set	CL0159	418	505	Domain	56.7	2.2e-15	1	NA	Reference	Reference	1308	1571	9	10	77557964	77562728
ENST00000490534.2	PF00041.26	fn3	CL0159	523	613	Domain	50	3.2e-13	1	NA	Insertion	Non-reference	1623	1895	11	12	77563214	77565110
ENST00000490534.2	PF00041.26	fn3	CL0159	642	731	Domain	30.7	3.4e-7	1	NA	Complex	Non-reference	1980	2249	13	14	77568387	77574720
ENST00000490534.2	PF00041.26	fn3	CL0159	738	832	Domain	43.4	3.5e-11	1	NA	Insertion	Non-reference	2268	2552	15	16	77577498	77580114
ENST00000490617.1	PF08711.16	Med26	No_Clan	28	79	Domain	50.7	1.4e-13	1	NA	Reference	Reference	299	454	3	3	13662590	13662745
ENST00000490617.1	PF07500.19	TFIIS_M	No_Clan	169	281	Domain	113.5	8.2e-33	1	NA	Reference	Reference	722	1060	3	3	13663013	13663351
ENST00000490660.2	PF00069.30	Pkinase	CL0016	55	347	Domain	218.6	1.1e-64	1	NA	Insertion	Non-reference	172	1050	1	3	19379063	19381250
ENST00000490724.6	PF13854.11	Kelch_5	CL0186	18	60	Repeat	22.6	7.5e-5	1	NA	Insertion	Non-reference	680	808	4	5	161099676	161100068
ENST00000490734.6	PF14604.11	SH3_9	CL0010	284	333	Domain	42.8	4.2e-11	1	NA	Reference	Reference	1045	1194	10	11	44060132	44060904
ENST00000490762.5	PF03194.20	LUC7	No_Clan	1	195	Family	204.2	3.2e-60	1	NA	Truncation	Non-reference	1338	1922	3	7	220744	192959
ENST00000490820.2	PF00170.26	bZIP_1	CL0018	204	265	Coiled-coil	29	1.1e-6	1	NA	Complex	Non-reference	837	1022	1	1	85664266	85664081
ENST00000490828.5	PF00400.37	WD40	CL0186	223	260	Repeat	29.6	8.2e-7	1	NA	Complex	Non-reference	669	782	5	5	54962586	54962699
ENST00000490828.5	PF12894.12	ANAPC4_WD40	CL0186	279	371	Repeat	35.1	1.4e-8	1	NA	Complex	Non-reference	837	1115	6	7	54964028	54964718
ENST00000490879.9	PF15743.10	SPATA1_C	No_Clan	301	450	Family	199.8	2.4e-59	1	NA	Reference	Reference	994	1443	10	13	84545648	84553094
ENST00000490903.5	PF15297.11	CKAP2_C	No_Clan	276	624	Family	667.4	5.2e-201	1	NA	Reference	Reference	1108	2154	4	9	52461796	52475108
ENST00000490912.6	PF00076.27	RRM_1	CL0221	62	131	Domain	54.9	7.4e-15	1	NA	Complex	Non-reference	4095	4304	3	4	26196978	26196621
ENST00000490912.6	PF11627.13	HnRNPA1_LC	No_Clan	243	282	Domain	56.5	3.1e-15	1	NA	Reference	Reference	4638	4757	8	9	26193368	26192576
ENST00000490920.2	PF15961.10	DUF4764	No_Clan	76	135	Family	68.1	7.2e-19	1	NA	Truncation	Non-reference	252	431	2	2	3829309	3829130
ENST00000490969.5	PF12251.13	SNAPC3	No_Clan	202	405	Family	256.4	2e-76	1	NA	Reference	Reference	615	1226	5	9	15447116	15459845
ENST00000491083.2	PF06371.18	Drf_GBD	CL0020	40	228	Repeat	166.6	5.3e-49	1	NA	Reference	Reference	264	830	2	6	39856420	39867765
ENST00000491083.2	PF06367.21	Drf_FH3	CL0020	233	429	Repeat	214.4	1.6e-63	1	NA	Reference	Reference	843	1433	6	11	39867778	39875454
ENST00000491142.2	PF19031.5	Intu_longin_1	CL0431	15	121	Domain	96.9	9.8e-28	1	NA	Reference	Reference	668	988	3	5	26479354	26472853
ENST00000491142.2	PF19033.5	Intu_longin_3	CL0431	598	699	Domain	68.6	4.8e-19	1	NA	Reference	Reference	2417	2722	12	14	26458499	26453263
ENST00000491145.5	PF12796.12	Ank_2	CL0465	79	164	Repeat	63	3.6e-17	1	NA	Reference	Reference	793	1050	8	10	64926937	64931582
ENST00000491154.1	PF00996.23	GDI	CL0063	32	219	Family	313.3	2.5e-93	1	NA	Truncation	Non-reference	497	1060	1	4	154438502	154440140
ENST00000491344.7	PF01490.23	Aa_trans	CL0062	2	250	Domain	147.5	5.4e-43	1	NA	Truncation	Non-reference	809	1555	10	18	61037666	61052411
ENST00000491397.1	PF00128.29	Alpha-amylase	CL0036	77	247	Domain	47	2.9e-12	1	NA	Complex	Non-reference	3498	4010	2	4	103572170	103573935
ENST00000491407.1	PF15503.11	PPP1R35_C	No_Clan	104	152	Family	31.7	1.7e-7	1	NA	Truncation	Non-reference	409	555	2	2	100435989	100435843
ENST00000491431.2	PF01352.32	KRAB	No_Clan	8	49	Family	67.6	6.2e-19	1	NA	Reference	Reference	100	225	2	3	149080714	149074537
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	240	262	Domain	19.6	0.0011	1	NA	Reference	Reference	796	864	4	4	149072054	149071986
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	425	447	Domain	18.6	0.0023	1	NA	Reference	Reference	1351	1419	4	4	149071499	149071431
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	453	475	Domain	23.3	7.2e-5	1	NA	Reference	Reference	1435	1503	4	4	149071415	149071347
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	481	503	Domain	21.6	2.4e-4	1	NA	Reference	Reference	1519	1587	4	4	149071331	149071263
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	509	531	Domain	19.2	0.0015	1	NA	Reference	Reference	1603	1671	4	4	149071247	149071179
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	565	587	Domain	26.6	6.7e-6	1	NA	Reference	Reference	1771	1839	4	4	149071079	149071011
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	593	615	Domain	23.1	8.3e-5	1	NA	Reference	Reference	1855	1923	4	4	149070995	149070927
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	621	643	Domain	20.3	6.5e-4	1	NA	Reference	Reference	1939	2007	4	4	149070911	149070843
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	676	698	Domain	21	3.9e-4	1	NA	Reference	Reference	2104	2172	4	4	149070746	149070678
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	704	726	Domain	19.4	0.0013	1	NA	Reference	Reference	2188	2256	4	4	149070662	149070594
ENST00000491431.2	PF00096.31	zf-C2H2	CL0361	732	754	Domain	22.4	1.4e-4	1	NA	Reference	Reference	2272	2340	4	4	149070578	149070510
ENST00000491514.1	PF00620.32	RhoGAP	CL0409	1	92	Domain	71	1.1e-19	1	NA	Complex	Non-reference	109	384	2	4	11179356	11169613
ENST00000491554.6	PF00441.29	Acyl-CoA_dh_1	CL0087	40	153	Domain	87.8	9.6e-25	1	NA	Truncation	Non-reference	205	546	3	7	40414912	40424145
ENST00000491569.5	PF05827.17	VAS1_LD	CL0721	224	365	Domain	134.1	4.9e-39	1	NA	Reference	Reference	832	1257	6	9	154434313	154435693
ENST00000491569.5	PF20520.3	Ac45-VOA1_TM	No_Clan	380	418	Domain	69.4	1.8e-19	1	NA	Reference	Reference	1300	1416	9	9	154435736	154435852
ENST00000491606.5	PF01501.25	Glyco_transf_8	CL0110	67	340	Family	210.4	3.8e-62	1	NA	Reference	Reference	318	1139	4	10	52697851	52694941
ENST00000491625.5	PF15619.11	Lebercilin	No_Clan	9	151	Coiled-coil	172.4	9.4e-51	1	NA	Truncation	Non-reference	322	750	4	4	39423398	39422970
ENST00000491632.5	PF08169.16	RBB1NT	CL0010	168	263	Domain	125.5	7.8e-37	1	NA	Reference	Reference	951	1238	8	11	235240396	235229339
ENST00000491632.5	PF01388.26	ARID	CL0123	308	394	Domain	78.7	3.9e-22	1	NA	Reference	Reference	1371	1631	12	15	235224751	235220527
ENST00000491650.5	PF03455.24	dDENN	No_Clan	84	135	Domain	39.8	4.3e-10	1	NA	Reference	Reference	262	417	4	5	123457882	123457370
ENST00000491663.5	PF08487.15	VIT	CL0029	35	146	Family	117.4	4.1e-34	1	NA	Reference	Reference	148	483	2	4	52829267	52826872
ENST00000491663.5	PF00092.33	VWA	CL0128	274	456	Domain	95.6	4.6e-27	1	NA	Reference	Reference	865	1413	7	11	52824898	52823727
ENST00000491704.5	PF00514.28	Arm	CL0020	8	50	Repeat	21.1	2.7e-4	1	NA	Reference	Reference	401	529	3	4	138221951	138223470
ENST00000491753.2	PF10608.14	MAGUK_N_PEST	No_Clan	72	107	Domain	40.3	4.1e-10	1	NA	Complex	Non-reference	1103	1210	4	6	7208185	7204026
ENST00000491753.2	PF00595.29	PDZ	CL0466	108	192	Domain	78.4	4.9e-22	1	NA	Reference	Reference	1211	1465	6	8	7204025	7203482
ENST00000491753.2	PF00595.29	PDZ	CL0466	203	287	Domain	74.3	8.9e-21	1	NA	Reference	Reference	1496	1750	8	10	7203451	7202958
ENST00000491753.2	PF10600.14	PDZ_assoc	No_Clan	288	355	Domain	108.7	1.8e-31	1	NA	Reference	Reference	1751	1954	10	11	7202957	7196904
ENST00000491753.2	PF00595.29	PDZ	CL0466	356	434	Domain	80	1.6e-22	1	NA	Reference	Reference	1955	2191	11	12	7196903	7196486
ENST00000491753.2	PF00018.33	SH3_1	CL0010	477	533	Domain	31.4	1.3e-7	1	NA	Insertion	Non-reference	2318	2488	13	14	7196221	7194327
ENST00000491753.2	PF00625.26	Guanylate_kin	CL0023	576	667	Domain	122.1	2.4e-35	1	NA	Truncation	Non-reference	2615	2890	18	20	7193579	7191353
ENST00000491767.6	PF10248.14	Mlf1IP	No_Clan	1	128	Family	223.2	2.5e-66	1	NA	Truncation	Non-reference	213	596	2	5	158596889	158602844
ENST00000491834.5	PF02190.21	LON_substr_bdg	CL0178	17	171	Family	63.6	2.7e-17	1	NA	Complex	Non-reference	135	599	2	5	3174198	3156267
ENST00000491873.5	PF00226.36	DnaJ	CL0392	40	91	Domain	29.5	7.3e-7	1	NA	Reference	Reference	249	404	3	5	180986959	180984643
ENST00000492130.2	PF09777.14	OSTMP1	No_Clan	84	328	Family	314.6	4.2e-94	1	NA	Reference	Reference	396	1130	1	6	108074402	108044806
ENST00000492143.5	PF11616.13	EZH2_WD-Binding	No_Clan	39	68	Family	64.9	5.5e-18	1	NA	Reference	Reference	242	331	2	3	148847184	148846512
ENST00000492143.5	PF18118.6	PRC2_HTH_1	CL0123	158	249	Domain	109.3	1.7e-31	1	NA	Reference	Reference	599	874	5	8	148829740	148826614
ENST00000492143.5	PF21358.2	Ezh2_MCSS	No_Clan	257	309	Domain	121	1.5e-35	1	NA	Reference	Reference	896	1054	8	9	148826592	148819653
ENST00000492183.5	PF02882.24	THF_DHG_CYH_C	CL0063	1	126	Domain	144.5	2e-42	1	NA	Complex	Non-reference	2009	2386	3	6	74201319	74301803
ENST00000492259.6	PF06733.20	DEAD_2	CL0023	111	272	Family	198.4	8.2e-59	1	NA	Reference	Reference	434	919	3	9	63661879	63673990
ENST00000492259.6	PF13307.11	Helicase_C_2	CL0023	573	753	Domain	151.8	2.1e-44	1	NA	Insertion	Non-reference	1820	2362	17	23	63688176	63690327
ENST00000492275.6	PF19179.5	TTC3_DZIP3_dom	No_Clan	312	427	Domain	171.4	5.7e-51	1	NA	Reference	Reference	1158	1505	12	15	37144616	37150170
ENST00000492302.1	PF00069.30	Pkinase	CL0016	28	189	Domain	44.9	1.1e-11	1	NA	Complex	Non-reference	1878	2363	2	4	20644503	20648656
ENST00000492369.5	PF11878.13	DOCK_C-D_N	No_Clan	45	155	Domain	129.9	6.8e-38	1	NA	Reference	Reference	201	533	2	5	224931659	224886483
ENST00000492369.5	PF00169.34	PH	CL0266	182	290	Domain	51.8	1.1e-13	1	NA	Reference	Reference	612	938	6	8	224886131	224876099
ENST00000492398.5	PF00659.23	POLO_box	CL0708	97	129	Family	38.9	8e-10	1	NA	Truncation	Non-reference	466	564	5	6	44804410	44805272
ENST00000492403.1	PF07714.22	PK_Tyr_Ser-Thr	CL0016	1	124	Domain	155.5	1.9e-45	1	NA	Complex	Non-reference	39	410	1	2	100807541	100806375
ENST00000492412.2	PF07690.21	MFS_1	CL0015	9	317	Family	77.3	1.2e-21	1	NA	Complex	Non-reference	294	1220	2	6	110389246	110377055
ENST00000492417.5	PF00076.27	RRM_1	CL0221	20	90	Domain	78.4	3.4e-22	1	NA	Reference	Reference	2661	2873	3	4	185923960	185922079
ENST00000492437.1	PF10263.14	SprT-like	CL0126	45	110	Domain	54.4	1.2e-14	1	NA	Truncation	Non-reference	222	419	1	2	231338516	231339877
ENST00000492488.5	PF12998.12	ING	No_Clan	6	107	Coiled-coil	114	5e-33	1	NA	Reference	Reference	47	352	1	4	241702081	241711421
ENST00000492535.1	PF12937.12	F-box-like	CL0271	31	77	Domain	40.4	2.2e-10	1	NA	Reference	Reference	6010	6150	5	5	32493131	32493271
ENST00000492541.5	PF00400.37	WD40	CL0186	242	278	Repeat	13.2	0.12	1	NA	Complex	Non-reference	753	863	8	9	121152531	121157584
ENST00000492541.5	PF08366.18	LLGL	No_Clan	288	397	Family	106.8	6.9e-31	1	NA	Reference	Reference	891	1220	9	13	121157612	121238977
ENST00000492581.5	PF00613.25	PI3Ka	CL0020	1	63	Repeat	41.9	8.6e-11	1	NA	Complex	Non-reference	592	780	1	2	20721418	20718755
ENST00000492590.6	PF01230.28	HIT	CL0265	9	105	Domain	105	3.1e-30	1	NA	Reference	Reference	389	679	5	8	60536938	59922379
ENST00000492597.5	PF00289.27	Biotin_carb_N	CL0063	1	48	Domain	61.3	1.3e-16	1	NA	Truncation	Non-reference	704	847	3	4	183086734	183072386
ENST00000492597.5	PF02786.22	CPSase_L_D2	CL0179	54	262	Domain	257.3	1.1e-76	1	NA	Reference	Reference	863	1489	4	10	183072370	183041721
ENST00000492597.5	PF02785.24	Biotin_carb_C	CL0105	274	382	Domain	122.5	9.2e-36	1	NA	Reference	Reference	1523	1849	10	12	183041687	183037339
ENST00000492597.5	PF00364.27	Biotin_lipoyl	CL0105	541	605	Domain	62.6	2.8e-17	1	NA	Reference	Reference	2324	2518	16	18	183020159	183015474
ENST00000492619.5	PF03006.25	HlyIII	CL0192	1	166	Family	105.6	3.5e-30	1	NA	Truncation	Non-reference	599	1096	3	7	156245848	156244348
ENST00000492720.5	PF03456.23	uDENN	CL0431	584	652	Domain	48.2	1.3e-12	1	NA	Insertion	Non-reference	1997	2203	8	10	140567115	140558146
ENST00000492720.5	PF02141.26	DENN	CL0330	660	777	Family	88.9	4.6e-25	1	NA	Truncation	Non-reference	2225	2578	11	13	140555695	140544614
ENST00000492741.5	PF00076.27	RRM_1	CL0221	84	148	Domain	57.9	8.1e-16	1	NA	Reference	Reference	435	629	1	2	19782508	19772472
ENST00000492741.5	PF00076.27	RRM_1	CL0221	158	224	Domain	54	1.4e-14	1	NA	Complex	Non-reference	657	857	2	2	19772444	19772244
ENST00000492741.5	PF08075.16	NOPS	No_Clan	229	280	Domain	99.7	9.4e-29	1	NA	Reference	Reference	870	1025	3	4	19759408	19751398
ENST00000492779.5	PF00076.27	RRM_1	CL0221	131	199	Domain	42.6	4.8e-11	1	NA	Reference	Reference	1033	1239	4	5	35725109	35724588
ENST00000492779.5	PF00076.27	RRM_1	CL0221	228	298	Domain	83.3	1e-23	1	NA	Reference	Reference	1324	1536	6	8	35721811	35714315
ENST00000492779.5	PF15519.11	RBM39linker	No_Clan	317	418	Domain	93.5	1.2e-26	1	NA	Insertion	Non-reference	1591	1896	8	12	35714260	35705312
ENST00000492816.6	PF00041.26	fn3	CL0159	8	94	Domain	57.9	1.1e-15	1	NA	Reference	Reference	6577	6837	6	7	215379312	215378185
ENST00000492816.6	PF00041.26	fn3	CL0159	100	183	Domain	59.1	4.4e-16	1	NA	Reference	Reference	6853	7104	8	9	215376669	215375639
ENST00000492816.6	PF00041.26	fn3	CL0159	189	273	Domain	69.6	2.4e-19	1	NA	Reference	Reference	7120	7374	10	11	215375388	215373332
ENST00000492816.6	PF00041.26	fn3	CL0159	359	444	Domain	29.6	7e-7	1	NA	Complex	Non-reference	7630	7887	12	14	215372130	215370304
ENST00000492816.6	PF00039.23	fn1	CL0451	460	499	Domain	50.5	2e-13	1	NA	Reference	Reference	7933	8052	15	15	215367992	215367873
ENST00000492816.6	PF00039.23	fn1	CL0451	505	542	Domain	47.2	2.2e-12	1	NA	Reference	Reference	8068	8181	16	16	215365625	215365512
ENST00000492816.6	PF00039.23	fn1	CL0451	549	584	Domain	34.9	1.5e-8	1	NA	Reference	Reference	8200	8307	17	18	215364974	215362068
ENST00000492846.2	PF18336.6	Tudor_FRX1	CL0010	4	52	Domain	105.3	1.4e-30	1	NA	Reference	Reference	110	256	1	3	147912189	147925591
ENST00000492846.2	PF05641.17	Agenet	CL0010	62	117	Domain	30.1	6.1e-7	1	NA	Reference	Reference	284	451	3	5	147925619	147928739
ENST00000492846.2	PF17904.6	KH_9	CL0007	123	207	Domain	130.9	2.1e-38	1	NA	Reference	Reference	467	721	5	7	147928755	147930235
ENST00000492846.2	PF00013.34	KH_1	CL0007	220	280	Domain	27.2	3e-6	1	NA	Reference	Reference	758	940	8	9	147932452	147932723
ENST00000492846.2	PF00013.34	KH_1	CL0007	283	333	Domain	31	1.8e-7	1	NA	Complex	Non-reference	947	1099	9	11	147932730	147937474
ENST00000492846.2	PF12235.13	FXMRP1_C_core	No_Clan	399	472	Family	92.8	3.2e-26	1	NA	Truncation	Non-reference	1295	1516	12	13	147940645	147943334
ENST00000492871.5	PF00625.26	Guanylate_kin	CL0023	1	128	Domain	136.5	9.2e-40	1	NA	Truncation	Non-reference	403	786	5	9	228146868	228148667
ENST00000492933.5	PF10602.14	RPN7	CL0020	119	292	Repeat	231.5	5.6e-69	1	NA	Reference	Reference	408	929	3	5	64022473	64018818
ENST00000492933.5	PF01399.32	PCI	CL0123	311	411	Domain	69.4	2.8e-19	1	NA	Insertion	Non-reference	984	1286	6	9	64018653	64010764
ENST00000492933.5	PF21154.2	RPN7_PSMD6_C	No_Clan	418	440	Domain	51.7	5.3e-14	1	NA	Reference	Reference	1305	1373	9	9	64010745	64010677
ENST00000492983.2	PF12409.13	P5-ATPase	No_Clan	19	155	Family	112.5	1.6e-32	1	NA	Insertion	Non-reference	1046	1456	1	3	194460843	194459500
ENST00000492998.5	PF02984.24	Cyclin_C	CL0065	1	88	Domain	28.5	1.5e-6	1	NA	Complex	Non-reference	43	306	1	3	1390858	1390306
ENST00000493008.1	PF00620.32	RhoGAP	CL0409	3	116	Domain	119.5	1.3e-34	1	NA	Truncation	Non-reference	539	880	1	3	31809147	31807748
ENST00000493023.1	PF01391.23	Collagen	No_Clan	76	122	Repeat	30.9	2.1e-7	1	NA	Complex	Non-reference	725	865	1	2	37185224	37182602
ENST00000493023.1	PF00386.26	C1q	CL0100	126	254	Domain	132.3	1.4e-38	1	NA	Reference	Reference	875	1261	2	2	37182592	37182206
ENST00000493037.5	PF02759.24	RUN	No_Clan	65	188	Family	119.9	9e-35	1	NA	Reference	Reference	563	934	2	6	87650892	87741514
ENST00000493076.5	PF00493.28	MCM	CL0023	102	324	Domain	331.9	1.5e-99	1	NA	Reference	Reference	535	1203	2	7	35412542	35417773
ENST00000493076.5	PF17855.6	MCM_lid	CL0671	341	432	Domain	94.6	4.6e-27	1	NA	Reference	Reference	1252	1527	7	9	35417822	35421429
ENST00000493118.5	PF13622.11	4HBT_3	CL0050	3	76	Domain	30.5	4e-7	1	NA	Complex	Non-reference	88	309	1	2	45857284	45848551
ENST00000493197.5	PF00202.26	Aminotran_3	CL0061	2	208	Domain	151	4.6e-44	1	NA	Complex	Non-reference	1001	1621	8	13	178224504	178211961
ENST00000493227.1	PF21719.2	MIOS_a-sol	CL0020	1	158	Repeat	185.7	1.1e-54	1	NA	Truncation	Non-reference	167	640	1	3	7583120	7588548
ENST00000493227.1	PF17034.10	zinc_ribbon_16	CL0229	272	396	Family	83.8	1.3e-23	1	NA	Reference	Reference	980	1354	6	8	7596269	7607047
ENST00000493277.5	PF00096.31	zf-C2H2	CL0361	247	269	Domain	27.4	3.5e-6	1	NA	Reference	Reference	836	904	4	4	99572742	99572810
ENST00000493277.5	PF00096.31	zf-C2H2	CL0361	275	297	Domain	27.1	4.3e-6	1	NA	Reference	Reference	920	988	4	4	99572826	99572894
ENST00000493277.5	PF00096.31	zf-C2H2	CL0361	338	360	Domain	21.8	2.2e-4	1	NA	Reference	Reference	1109	1177	4	4	99573015	99573083
ENST00000493277.5	PF00096.31	zf-C2H2	CL0361	415	437	Domain	25.1	1.9e-5	1	NA	Reference	Reference	1340	1408	4	4	99573246	99573314
ENST00000493277.5	PF00096.31	zf-C2H2	CL0361	443	465	Domain	19.2	0.0015	1	NA	Reference	Reference	1424	1492	4	4	99573330	99573398
ENST00000493438.5	PF00618.25	RasGEF_N	CL0542	115	215	Domain	78.9	3.5e-22	1	NA	Reference	Reference	345	647	3	5	133110441	133108770
ENST00000493438.5	PF00617.24	RasGEF	No_Clan	377	584	Family	189.1	7.8e-56	1	NA	Insertion	Non-reference	1131	1754	6	12	133108020	133103233
ENST00000493460.2	PF13418.11	Kelch_4	CL0186	67	117	Repeat	37.9	1.6e-9	1	NA	Insertion	Non-reference	274	426	1	3	20982570	20985928
ENST00000493523.2	PF09457.15	RBD-FIP	No_Clan	523	570	Motif	41	1.5e-10	1	NA	Insertion	Non-reference	1710	1853	4	4	73075682	73075539
ENST00000493582.5	PF12203.13	HDAC4_Gln	No_Clan	62	152	Family	131.3	1.3e-38	1	NA	Reference	Reference	656	928	4	5	239189988	239176447
ENST00000493615.5	PF07686.22	V-set	CL0159	38	144	Domain	45.4	9.2e-12	1	NA	Reference	Reference	364	684	2	2	111112050	111112370
ENST00000493615.5	PF08205.17	C2-set_2	CL0159	150	234	Domain	69.9	1.7e-19	1	NA	Reference	Reference	700	954	3	3	111118670	111118924
ENST00000493678.5	PF01965.29	DJ-1_PfpI	CL0014	4	171	Domain	184.5	1.5e-54	1	NA	Reference	Reference	77	580	2	7	7962795	7984997
ENST00000493680.5	PF00452.24	Bcl-2	CL0551	104	200	Family	52	9.8e-14	1	NA	Reference	Reference	475	765	4	6	17689066	17702386
ENST00000493734.5	PF00096.31	zf-C2H2	CL0361	177	199	Domain	26.2	8.8e-6	1	NA	Reference	Reference	1853	1921	4	4	20405775	20405843
ENST00000493734.5	PF00096.31	zf-C2H2	CL0361	205	227	Domain	21.2	3.4e-4	1	NA	Reference	Reference	1937	2005	4	4	20405859	20405927
ENST00000493734.5	PF00096.31	zf-C2H2	CL0361	233	255	Domain	16.8	0.0082	1	NA	Reference	Reference	2021	2089	4	4	20405943	20406011
ENST00000493734.5	PF00096.31	zf-C2H2	CL0361	289	311	Domain	24.8	2.5e-5	1	NA	Reference	Reference	2189	2257	4	4	20406111	20406179
ENST00000493734.5	PF00096.31	zf-C2H2	CL0361	345	367	Domain	23.7	5.5e-5	1	NA	Reference	Reference	2357	2425	4	4	20406279	20406347
ENST00000493734.5	PF00096.31	zf-C2H2	CL0361	401	423	Domain	25.6	1.4e-5	1	NA	Reference	Reference	2525	2593	4	4	20406447	20406515
ENST00000493734.5	PF00096.31	zf-C2H2	CL0361	457	479	Domain	23.1	8.4e-5	1	NA	Reference	Reference	2693	2761	4	4	20406615	20406683
