**** Job starts ****
2025-05-07 14:18:16
**** JHPCE info ****
User: sparthib
Job id: 16522061
Job name: filter_bam
Node name: compute-167
****
Loading LIBD SLURM module for gatk/4.5.0.0
Loading LIBD SLURM module for samtools/1.18
🔄 Processing sample: SRR1091091
🔹 Step 4a: Base recalibration (BQSR - BaseRecalibrator)
14:18:23.905 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
14:18:24.299 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.302 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.5.0.0
14:18:24.302 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
14:18:24.302 INFO  BaseRecalibrator - Executing as sparthib@compute-167.cm.cluster on Linux v5.14.0-427.13.1.el9_4.x86_64 amd64
14:18:24.302 INFO  BaseRecalibrator - Java runtime: Java HotSpot(TM) 64-Bit Server VM v19.0.1+10-21
14:18:24.303 INFO  BaseRecalibrator - Start Date/Time: May 7, 2025 at 2:18:23 PM EDT
14:18:24.303 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.303 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Version: 4.1.0
14:18:24.303 INFO  BaseRecalibrator - Picard Version: 3.1.1
14:18:24.303 INFO  BaseRecalibrator - Built for Spark Version: 3.5.0
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
14:18:24.303 INFO  BaseRecalibrator - Deflater: IntelDeflater
14:18:24.304 INFO  BaseRecalibrator - Inflater: IntelInflater
14:18:24.304 INFO  BaseRecalibrator - GCS max retries/reopens: 20
14:18:24.304 INFO  BaseRecalibrator - Requester pays: disabled
14:18:24.304 INFO  BaseRecalibrator - Initializing engine
14:18:24.473 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Homo_sapiens_assembly38.dbsnp138.vcf
14:18:24.741 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Mills_and_1000G_gold_standard.indels.hg38.vcf.gz
14:18:24.997 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/1000G_phase1.snps.high_confidence.hg38.vcf.gz
14:18:25.461 INFO  BaseRecalibrator - Done initializing engine
14:18:25.466 INFO  BaseRecalibrationEngine - The covariates being used here: 
14:18:25.467 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	ContextCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	CycleCovariate
14:18:25.472 INFO  ProgressMeter - Starting traversal
14:18:25.473 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
15:36:58.212 INFO  ProgressMeter -       chr13:71130615             24.3             187508000        7703101.6
15:37:08.213 INFO  ProgressMeter -       chr13:88126749             24.5             188828000        7704571.3
15:37:18.218 INFO  ProgressMeter -      chr13:102946524             24.7             190089000        7703609.3
15:37:28.221 INFO  ProgressMeter -       chr14:18865989             24.8             191305000        7700864.3
15:37:38.226 INFO  ProgressMeter -       chr14:33478484             25.0             192620000        7702094.0
15:37:48.229 INFO  ProgressMeter -       chr14:49483892             25.2             193945000        7703719.9
15:37:58.235 INFO  ProgressMeter -       chr14:63703340             25.3             195255000        7704717.3
15:38:08.239 INFO  ProgressMeter -       chr14:77311077             25.5             196581000        7706338.9
15:38:18.244 INFO  ProgressMeter -       chr14:92768034             25.7             197903000        7707783.7
15:38:28.247 INFO  ProgressMeter -      chr14:106246766             25.8             199172000        7707159.0
15:38:38.247 INFO  ProgressMeter -       chr15:29857139             26.0             200465000        7707484.8
15:38:48.250 INFO  ProgressMeter -       chr15:43896486             26.2             201778000        7708555.8
15:38:58.257 INFO  ProgressMeter -       chr15:57754956             26.3             203003000        7706258.0
15:39:08.256 INFO  ProgressMeter -       chr15:71030802             26.5             204287000        7706243.8
15:39:18.261 INFO  ProgressMeter -       chr15:84809242             26.7             205610000        7707667.7
15:39:28.267 INFO  ProgressMeter -       chr15:98479035             26.8             206827000        7705125.0
15:39:38.266 INFO  ProgressMeter -       chr16:10150427             27.0             208154000        7706710.1
15:39:48.271 INFO  ProgressMeter -       chr16:23209598             27.2             209455000        7707295.4
15:39:58.273 INFO  ProgressMeter -       chr16:35661126             27.3             210788000        7709057.9
15:40:08.277 INFO  ProgressMeter -       chr16:52524517             27.5             212096000        7709881.0
15:40:18.282 INFO  ProgressMeter -       chr16:67202179             27.7             213377000        7709714.0
15:40:28.285 INFO  ProgressMeter -       chr16:80459031             27.8             214643000        7709019.5
15:40:38.292 INFO  ProgressMeter -        chr17:3247805             28.0             215915000        7708529.1
15:40:48.294 INFO  ProgressMeter -       chr17:16945951             28.2             217219000        7709203.0
15:40:58.294 INFO  ProgressMeter -       chr17:29610504             28.3             218522000        7709842.7
15:41:08.301 INFO  ProgressMeter -       chr17:42893597             28.5             219829000        7710588.3
15:41:18.303 INFO  ProgressMeter -       chr17:56592820             28.7             221139000        7711443.2
15:41:28.303 INFO  ProgressMeter -       chr17:69944974             28.8             222430000        7711642.9
15:41:38.310 INFO  ProgressMeter -         chr18:108127             29.0             223738000        7712399.7
15:41:48.311 INFO  ProgressMeter -       chr18:14114171             29.2             225060000        7713645.3
15:41:58.314 INFO  ProgressMeter -       chr18:29349659             29.3             226311000        7712452.8
15:42:08.314 INFO  ProgressMeter -       chr18:44304525             29.5             227565000        7711388.4
15:42:18.320 INFO  ProgressMeter -       chr18:58830748             29.7             228865000        7711860.1
15:42:28.324 INFO  ProgressMeter -       chr18:75353358             29.8             230193000        7713277.6
15:42:38.324 INFO  ProgressMeter -        chr19:7864784             30.0             231445000        7712155.5
15:42:48.330 INFO  ProgressMeter -       chr19:20603306             30.2             232757000        7713012.8
15:42:58.332 INFO  ProgressMeter -       chr19:31390649             30.3             234059000        7713548.0
15:43:08.336 INFO  ProgressMeter -       chr19:43890355             30.5             235311000        7712434.4
15:43:18.341 INFO  ProgressMeter -       chr19:56297482             30.7             236600000        7712530.6
15:43:28.342 INFO  ProgressMeter -       chr20:12294058             30.8             237931000        7714004.1
15:43:38.344 INFO  ProgressMeter -       chr20:26632713             31.0             239234000        7714554.7
15:43:48.347 INFO  ProgressMeter -       chr20:37635931             31.2             240555000        7715672.7
15:43:58.347 INFO  ProgressMeter -       chr20:51351355             31.3             241860000        7716276.5
15:44:08.351 INFO  ProgressMeter -             unmapped             31.5             243158000        7716639.6
15:44:18.355 INFO  ProgressMeter -       chr21:13563924             31.7             244453000        7716908.1
15:44:28.361 INFO  ProgressMeter -       chr21:30057775             31.8             245753000        7717314.7
15:44:38.365 INFO  ProgressMeter -       chr21:43583836             32.0             246984000        7715573.7
15:44:48.366 INFO  ProgressMeter -       chr22:21436422             32.2             248300000        7716504.2
15:44:58.370 INFO  ProgressMeter -       chr22:35079043             32.3             249632000        7717907.9
15:45:08.374 INFO  ProgressMeter -       chr22:48317890             32.5             250963000        7719266.4
15:45:18.374 INFO  ProgressMeter -        chrX:14143078             32.7             252293000        7720596.2
15:45:28.380 INFO  ProgressMeter -        chrX:29609430             32.8             253612000        7721554.1
15:45:38.386 INFO  ProgressMeter -        chrX:45304714             33.0             254891000        7721290.6
15:45:48.387 INFO  ProgressMeter -        chrX:60968519             33.2             256209000        7722224.7
15:45:58.392 INFO  ProgressMeter -        chrX:76832284             33.3             257522000        7722984.0
15:46:08.393 INFO  ProgressMeter -        chrX:93361650             33.5             258772000        7721871.2
15:46:18.397 INFO  ProgressMeter -       chrX:108734231             33.7             260072000        7722242.5
15:46:28.399 INFO  ProgressMeter -       chrX:124416065             33.8             261394000        7723267.8
15:46:38.400 INFO  ProgressMeter -       chrX:139779646             34.0             262649000        7722317.0
15:46:48.405 INFO  ProgressMeter -          chrY:491145             34.2             263950000        7722710.0
15:46:58.410 INFO  ProgressMeter -           chrM:12009             34.3             265218000        7722134.6
15:47:08.414 INFO  ProgressMeter -    GL000225.1:131506             34.5             266507000        7722173.3
15:47:18.417 INFO  ProgressMeter -    KI270733.1:162055             34.7             267837000        7723401.2
15:47:28.419 INFO  ProgressMeter -             unmapped             34.8             269291000        7728179.8
15:47:38.425 INFO  ProgressMeter -             unmapped             35.0             270702000        7731673.6
15:47:48.427 INFO  ProgressMeter -             unmapped             35.2             272114000        7735170.0
15:47:58.428 INFO  ProgressMeter -             unmapped             35.3             273541000        7739065.2
15:48:03.956 INFO  ApplyBQSR - 0 read(s) filtered by: WellformedReadFilter 

15:48:03.956 INFO  ProgressMeter -             unmapped             35.4             274291330        7740117.9
15:48:03.956 INFO  ProgressMeter - Traversal complete. Processed 274291330 total reads in 35.4 minutes.
15:48:04.166 INFO  ApplyBQSR - Shutting down engine
[May 7, 2025 at 3:48:04 PM EDT] org.broadinstitute.hellbender.tools.walkers.bqsr.ApplyBQSR done. Elapsed time: 35.45 minutes.
Runtime.totalMemory()=1224736768
Using GATK jar /jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar ApplyBQSR -R /dcs04/hicks/data/sparthib/references/genome/GENCODE/primary_assembly/release_46_primary_genome.fa -I /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/filtered_bams_ref_46/SRR1091091_rg.bam --bqsr-recal-file /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/filtered_bams_ref_46/SRR1091091_recal_data.table -O /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/filtered_bams_ref_46/SRR1091091_recal.bam
🔹 Step 5: Filtering BAM (remove unmapped, secondary, supplementary; MAPQ < 20)
[main] unrecognized command '-@'
**** Job ends ****
2025-05-07 16:05:05
