isoform_id	genes	logFC	logCPM	F	PValue	FDR	gene_id	gene_name	transcript_biotype	condition_1	condition_2
ENST00000395067	ENST00000395067.7	-0.32391300388316124	5.165173852705094	1.2540873109264294	0.27652714256309363	0.5002359615836375	ENSG00000066697	MSANTD3	protein_coding	FT	RGC
ENST00000329291	ENST00000329291.6	-0.7223147243364512	2.1970491864746386	1.2534816553709427	0.2766395895338412	0.5002436565510954	ENSG00000185220	PGBD2	protein_coding	FT	RGC
ENST00000402198	ENST00000402198.7	-0.5750633226088869	3.137935970565122	1.2536496896209746	0.2766083859349039	0.5002436565510954	ENSG00000168137	SETD5	protein_coding	FT	RGC
ENST00000531224	ENST00000531224.6	-0.7223147243364512	2.1970491864746386	1.2534816553709427	0.2766395895338412	0.5002436565510954	ENSG00000029363	BCLAF1	protein_coding	FT	RGC
ENST00000553430	ENST00000553430.5	0.7101744150772733	2.3794086459368162	1.2536125753084542	0.2766152775802071	0.5002436565510954	ENSG00000156411	ATP5MJ	protein_coding	FT	RGC
ENST00000372586	ENST00000372586.4	0.425750933778808	4.343724631257235	1.2529779544687254	0.27673315375989815	0.5003696563193601	ENSG00000175283	DOLK	protein_coding	FT	RGC
ENST00000254029	ENST00000254029.8	-0.4781775343417587	3.740940126465137	1.2520636395569964	0.27690309855332546	0.5006337284537512	ENSG00000131725	WDR44	protein_coding	FT	RGC
ENST00000699273	ENST00000699273.1	0.5913500602606694	3.0542841471969817	1.2516742910133418	0.27697550936955134	0.5007214312895004	ENSG00000058262	SEC61A1	protein_coding	FT	RGC
ENST00000367587	ENST00000367587.1	-0.9297142782627819	1.828097514542191	1.2514192446018797	0.27702295640755775	0.5007639929055075	ENSG00000135835	KIAA1614	protein_coding	FT	RGC
ENST00000310682	ENST00000310682.6	-0.9109367267014964	1.9033143290430525	1.2511636501190881	0.27707051625251894	0.5008019809637297	ENSG00000103037	SETD6	protein_coding	FT	RGC
ENST00000613252	ENST00000613252.5	0.3174272520052019	5.235864873770039	1.2510493781634484	0.2770917829658023	0.5008019809637297	ENSG00000276644	DACH1	protein_coding	FT	RGC
ENST00000225573	ENST00000225573.5	0.7529992959111359	2.1293329367766094	1.2495186272308507	0.2773768746358635	0.5010371049505613	ENSG00000108439	PNPO	protein_coding	FT	RGC
ENST00000302979	ENST00000302979.5	0.258585190013615	6.829963996985086	1.2496850217550322	0.27734586591728105	0.5010371049505613	ENSG00000186184	POLR1D	protein_coding	FT	RGC
ENST00000308020	ENST00000308020.6	0.3452246741823378	4.866376724822727	1.2491953691868092	0.277437129095733	0.5010371049505613	ENSG00000174915	PTDSS2	protein_coding	FT	RGC
ENST00000395788	ENST00000395788.3	0.7069187768476491	2.5406486812759193	1.2498470329812779	0.27731567848708916	0.5010371049505613	ENSG00000204387	SNHG32	lncRNA	FT	RGC
ENST00000426304	ENST00000426304.6	0.5736619420795585	2.900674084560236	1.2500144568371212	0.2772844871190048	0.5010371049505613	ENSG00000187736	NHEJ1	protein_coding	FT	RGC
ENST00000441174	ENST00000441174.8	-0.5301287207064468	3.1750753983454136	1.2493561881925046	0.27740715067382743	0.5010371049505613	ENSG00000154144	TBRG1	protein_coding	FT	RGC
ENST00000512088	ENST00000512088.1	-0.7193363742758739	2.812020964822389	1.2492778209413207	0.27742175864822183	0.5010371049505613	ENSG00000131495	NDUFA2	protein_coding	FT	RGC
ENST00000533797	ENST00000533797.1	-0.32590531417706353	5.481126286442579	1.249793384803402	0.2773256742276175	0.5010371049505613	ENSG00000165323	FAT3	protein_coding	FT	RGC
ENST00000535234	ENST00000535234.5	0.7529992959111359	2.1293329367766094	1.2495186272308507	0.2773768746358635	0.5010371049505613	ENSG00000110200	ANAPC15	protein_coding	FT	RGC
ENST00000539137	ENST00000539137.5	0.31753150439684596	5.769138990436089	1.2487767303549984	0.2775151881749994	0.5011348743279083	ENSG00000167881	SRP68	protein_coding	FT	RGC
ENST00000372656	ENST00000372656.5	-0.5227908191059188	3.521871113757675	1.2477388282424955	0.27770884072019997	0.5013981301600853	ENSG00000185222	TCEAL9	protein_coding	FT	RGC
ENST00000451497	ENST00000451497.2	0.7994335721418425	2.044618980349992	1.247793955479605	0.27769855051746184	0.5013981301600853	ENSG00000293339		lncRNA	FT	RGC
ENST00000609744	ENST00000609744.1	-0.3915812349891452	4.845550345251387	1.2472596738483839	0.27779830238769954	0.5015164285349809	ENSG00000273420		lncRNA	FT	RGC
ENST00000218089	ENST00000218089.13	0.8488487538580364	1.8153582945287923	1.245214440759909	0.27818059421055874	0.5019751058230143	ENSG00000101972	STAG2	protein_coding	FT	RGC
ENST00000383714	ENST00000383714.8	-1.1274382977734319	1.5461288024454458	1.2454298261067462	0.2781403017269219	0.5019751058230143	ENSG00000168291	PDHB	protein_coding	FT	RGC
ENST00000433425	ENST00000433425.4	0.44764076316329954	3.8673162200036018	1.2454700158517111	0.2781327842269461	0.5019751058230143	ENSG00000196972	SMIM10L2B	protein_coding	FT	RGC
ENST00000618534	ENST00000618534.4	0.8488487538580364	1.8153582945287923	1.245214440759909	0.27818059421055874	0.5019751058230143	ENSG00000136098	NEK3	protein_coding	FT	RGC
ENST00000624641	ENST00000624641.2	0.8488487538580364	1.8153582945287923	1.245214440759909	0.27818059421055874	0.5019751058230143	ENSG00000279069		TEC	FT	RGC
ENST00000638621	ENST00000638621.1	0.5682770953587645	3.0236493764320644	1.2451313404740647	0.2781961419927059	0.5019751058230143	ENSG00000138796	HADH	protein_coding	FT	RGC
ENST00000240185	ENST00000240185.8	-0.27110219477840347	6.203650048319175	1.2447520896252586	0.27826711323578407	0.5020164788899526	ENSG00000120948	TARDBP	protein_coding	FT	RGC
ENST00000336431	ENST00000336431.10	-0.28645743520437406	5.946109940226704	1.2446246756520503	0.27829096230602984	0.5020164788899526	ENSG00000131067	GGT7	protein_coding	FT	RGC
ENST00000430044	ENST00000430044.7	0.2686638969101277	6.541501025287759	1.2448277571384117	0.278252951243471	0.5020164788899526	ENSG00000178234	GALNT11	protein_coding	FT	RGC
ENST00000040663	ENST00000040663.8	0.8457031024152181	1.814293382548576	1.2442391709119398	0.27836313682391717	0.5020169897834229	ENSG00000037757	MRI1	protein_coding	FT	RGC
ENST00000303319	ENST00000303319.10	0.25749530122558206	6.867774339544481	1.2444091814331917	0.278331304240475	0.5020169897834229	ENSG00000168288	MMADHC	protein_coding	FT	RGC
ENST00000366919	ENST00000366919.6	0.8457031024152181	1.814293382548576	1.2442391709119398	0.27836313682391717	0.5020169897834229	ENSG00000085511	MAP3K4	protein_coding	FT	RGC
ENST00000272342	ENST00000272342.6	0.9021102379706402	1.8007795174624919	1.2424451863408197	0.27869933627406407	0.5022985032501838	ENSG00000143971	ETAA1	protein_coding	FT	RGC
ENST00000292180	ENST00000292180.8	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000160688	FLAD1	protein_coding	FT	RGC
ENST00000340622	ENST00000340622.8	0.9021102379706402	1.8007795174624919	1.2424451863408197	0.27869933627406407	0.5022985032501838	ENSG00000181220	ZNF746	protein_coding	FT	RGC
ENST00000361970	ENST00000361970.10	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000198865	CCDC152	protein_coding	FT	RGC
ENST00000383791	ENST00000383791.8	-0.5041991329049508	3.562981062761834	1.242364908228609	0.27871439333462544	0.5022985032501838	ENSG00000131370	SH3BP5	protein_coding	FT	RGC
ENST00000406395	ENST00000406395.5	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000184702	SEPTIN5	protein_coding	FT	RGC
ENST00000504792	ENST00000504792.6	0.30510466394116686	5.662717401811861	1.2428524191893915	0.278622971873566	0.5022985032501838	ENSG00000251022	THAP9-AS1	lncRNA	FT	RGC
ENST00000578105	ENST00000578105.1	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000182628	SKA2	protein_coding	FT	RGC
ENST00000638924	ENST00000638924.1	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000236827	LINC00529	lncRNA	FT	RGC
ENST00000643875	ENST00000643875.1	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000165699	TSC1	protein_coding	FT	RGC
ENST00000658801	ENST00000658801.1	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000230530	LIMD1-AS1	lncRNA	FT	RGC
ENST00000664914	ENST00000664914.1	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000287045		lncRNA	FT	RGC
ENST00000703308	ENST00000703308.1	-0.9631349658930285	1.5031882638036016	1.241743741512639	0.27883093676530557	0.5022985032501838	ENSG00000113575	PPP2CA	protein_coding	FT	RGC
ENST00000367806	ENST00000367806.8	0.5499267957686942	3.0629652405436265	1.2414254244260874	0.27889068464642985	0.5023392834724716	ENSG00000117477	CCDC181	protein_coding	FT	RGC
ENST00000382374	ENST00000382374.9	0.26623855346850694	6.508252334399672	1.2413676399325184	0.2789015325823818	0.5023392834724716	ENSG00000165487	MICU2	protein_coding	FT	RGC
ENST00000489671	ENST00000489671.6	0.526439289914438	3.530263652816131	1.241073759645968	0.27895671169971703	0.5023522868905159	ENSG00000114126	TFDP2	protein_coding	FT	RGC
ENST00000704638	ENST00000704638.1	-0.3612270026520572	4.800686701193005	1.2410994819235048	0.2789518814904899	0.5023522868905159	ENSG00000047056	WDR37	protein_coding	FT	RGC
ENST00000261381	ENST00000261381.7	0.6600984550680515	2.5557431230233294	1.2402463785397697	0.27911213936346335	0.5025889812210068	ENSG00000103489	XYLT1	protein_coding	FT	RGC
ENST00000293328	ENST00000293328.8	0.6593615004024607	2.6607422811080883	1.2395448162979679	0.2792440217586382	0.502740031954427	ENSG00000173757	STAT5B	protein_coding	FT	RGC
ENST00000308418	ENST00000308418.10	0.3592980463430324	4.7906568656118935	1.2395753772551468	0.27923827506125193	0.502740031954427	ENSG00000172922	RNASEH2C	protein_coding	FT	RGC
ENST00000415229	ENST00000415229.6	0.7800683300065887	2.302061837239272	1.239176985352415	0.27931320123822634	0.5028213674262786	ENSG00000162174	ASRGL1	protein_coding	FT	RGC
ENST00000375559	ENST00000375559.8	0.8674632069676788	2.036611089837369	1.238818977664855	0.27938055515624527	0.5028994028156197	ENSG00000126218	F10	protein_coding	FT	RGC
ENST00000476832	ENST00000476832.2	0.5716950073377317	2.8998022826488397	1.2385151478723238	0.2794377332792295	0.5029591094137451	ENSG00000119523	ALG2	protein_coding	FT	RGC
ENST00000372042	ENST00000372042.6	-0.5942186488685506	2.7820228045817754	1.2383102546010556	0.27947630121725037	0.5029853122165101	ENSG00000101938	CHRDL1	protein_coding	FT	RGC
ENST00000355999	ENST00000355999.5	-0.3341691289366338	4.961948959337397	1.2378836794811519	0.27955662004890747	0.503086644910623	ENSG00000198648	STK39	protein_coding	FT	RGC
ENST00000472726	ENST00000472726.3	-0.7334183044937213	2.278369155471581	1.237548565295194	0.27961973950075575	0.5031137956541555	ENSG00000256500		protein_coding	FT	RGC
ENST00000618736	ENST00000618736.1	-0.7334183044937213	2.278369155471581	1.237548565295194	0.27961973950075575	0.5031137956541555	ENSG00000276564		lncRNA	FT	RGC
ENST00000358160	ENST00000358160.9	0.6906335339003811	2.6080258593337473	1.2368047087804328	0.2797599143337933	0.50332277957563	ENSG00000178075	GRAMD1C	protein_coding	FT	RGC
ENST00000683539	ENST00000683539.1	-0.9679602908453946	1.9171245386172582	1.2366463295350651	0.27978977195174604	0.5033332702977353	ENSG00000154153	RETREG1	protein_coding	FT	RGC
ENST00000284727	ENST00000284727.9	0.31038080379270533	5.545045392822059	1.2361638388098195	0.2798807571845461	0.5034537164914182	ENSG00000154518	ATP5MC3	protein_coding	FT	RGC
ENST00000300213	ENST00000300213.9	-0.46660856239342796	3.6254448161828927	1.2353529302299786	0.2800337624114609	0.5036424526749395	ENSG00000166946	CCNDBP1	protein_coding	FT	RGC
ENST00000378308	ENST00000378308.7	0.7606307864200486	2.254342621506977	1.2354289341595754	0.2800194169719479	0.5036424526749395	ENSG00000124486	USP9X	protein_coding	FT	RGC
ENST00000306954	ENST00000306954.5	0.4040635438629649	4.360686691016258	1.2349838752151876	0.28010343401575744	0.5037245119062669	ENSG00000170270	GON7	protein_coding	FT	RGC
ENST00000394103	ENST00000394103.7	-0.635347282830351	2.7100315595916555	1.2342452128052588	0.28024295097157215	0.5039321527814133	ENSG00000171475	WIPF2	protein_coding	FT	RGC
ENST00000566228	ENST00000566228.6	0.3491753178981497	5.019780956160429	1.2338095138033494	0.2803252883241132	0.5040369466227661	ENSG00000048471	SNX29	protein_coding	FT	RGC
ENST00000368954	ENST00000368954.10	0.34698077562842233	4.845753210914284	1.2336457317727223	0.28035624780557494	0.5040493507791787	ENSG00000143418	CERS2	protein_coding	FT	RGC
ENST00000313028	ENST00000313028.12	0.7586492832198638	2.1313562736196436	1.233090940224668	0.28046115315771547	0.504064919140441	ENSG00000178685	PARP10	protein_coding	FT	RGC
ENST00000447540	ENST00000447540.6	0.7586492832198638	2.1313562736196436	1.233090940224668	0.28046115315771547	0.504064919140441	ENSG00000177200	CHD9	protein_coding	FT	RGC
ENST00000455213	ENST00000455213.6	0.5844074699549852	2.815204550829836	1.233286018902097	0.28042425982522934	0.504064919140441	ENSG00000154328	NEIL2	protein_coding	FT	RGC
ENST00000701876	ENST00000701876.1	0.7586492832198638	2.1313562736196436	1.233090940224668	0.28046115315771547	0.504064919140441	ENSG00000245694	CRNDE	lncRNA	FT	RGC
ENST00000258062	ENST00000258062.9	0.4949491260206965	3.717335132202912	1.2329632836087183	0.28048529911728903	0.5040650708765624	ENSG00000135597	REPS1	protein_coding	FT	RGC
ENST00000531383	ENST00000531383.5	0.6812517919806546	3.227088381745461	1.2393439210561796	0.2806405186008117	0.5043007569195749	ENSG00000149541	B3GAT3	protein_coding	FT	RGC
ENST00000298097	ENST00000298097.8	-0.46621891294367274	3.6260308602185054	1.2316874319833235	0.28072677603465906	0.5044124908782976	ENSG00000165355	FBXO33	protein_coding	FT	RGC
ENST00000314328	ENST00000314328.14	-0.6818336011026668	2.3728165065281335	1.2314544454369343	0.28077090270995286	0.504448511223911	ENSG00000100014	SPECC1L	protein_coding	FT	RGC
ENST00000312397	ENST00000312397.10	0.36914378117877633	4.555137597092445	1.2306234430969576	0.2809283664860928	0.504601590458472	ENSG00000175467	SART1	protein_coding	FT	RGC
ENST00000505658	ENST00000505658.6	-0.2827273443338445	6.160275200559211	1.2307085807616593	0.2809122286240991	0.504601590458472	ENSG00000108848	LUC7L3	protein_coding	FT	RGC
ENST00000528793	ENST00000528793.5	0.5545052700560535	3.27293178201468	1.2307801779850733	0.28089865831340666	0.504601590458472	ENSG00000198055	GRK6	protein_coding	FT	RGC
ENST00000261167	ENST00000261167.7	0.3462377764518354	4.8377526337921015	1.2301382882832987	0.28102035130449227	0.5047005230728999	ENSG00000084463	WBP11	protein_coding	FT	RGC
ENST00000605786	ENST00000605786.5	0.5677353505071561	2.984706662008341	1.2300788195690981	0.281031629273253	0.5047005230728999	ENSG00000138036	DYNC2LI1	protein_coding	FT	RGC
ENST00000670421	ENST00000670421.2	0.5709537962834841	3.019740805431081	1.2298258787745322	0.2810796050852216	0.5047434122175817	ENSG00000224616	RTCA-AS1	lncRNA	FT	RGC
ENST00000473939	ENST00000473939.2	-0.8990534110668189	1.790707774394145	1.2294517006359877	0.2811505962919684	0.5048276199297546	ENSG00000160991	ORAI2	protein_coding	FT	RGC
ENST00000366647	ENST00000366647.9	-0.5027039941840935	3.7376393485561827	1.2292184372068775	0.28119486447110753	0.504863834059413	ENSG00000116906	GNPAT	protein_coding	FT	RGC
ENST00000248211	ENST00000248211.11	-0.6791022748486111	2.6726271243716413	1.228881909321023	0.2812587463327405	0.504935253828484	ENSG00000256223	ZNF10	protein_coding	FT	RGC
ENST00000367334	ENST00000367334.9	0.2785310800936696	6.223861914621648	1.2284813855588332	0.2813348015561805	0.5050285139503363	ENSG00000116857	TMEM9	protein_coding	FT	RGC
ENST00000589165	ENST00000589165.5	0.5045101995714131	3.694413877057966	1.2283201565827042	0.28136542498461514	0.5050402097508956	ENSG00000012061	ERCC1	protein_coding	FT	RGC
ENST00000229570	ENST00000229570.9	0.7501759598274658	2.128321828660159	1.227966852556121	0.2814325462335531	0.5051174101308006	ENSG00000111850	SMIM8	protein_coding	FT	RGC
ENST00000262030	ENST00000262030.8	-0.2898641662027373	10.184976051287364	1.22743246895436	0.28153410989905936	0.5052021996816587	ENSG00000110955	ATP5F1B	protein_coding	FT	RGC
ENST00000310496	ENST00000310496.9	0.28547238486379556	5.774243828484036	1.2273140816459454	0.28155661693004375	0.5052021996816587	ENSG00000169733	RFNG	protein_coding	FT	RGC
ENST00000524958	ENST00000524958.6	-0.2721656930984792	6.332832418417372	1.2272108161534478	0.28157625106129397	0.5052021996816587	ENSG00000278615	C11orf98	protein_coding	FT	RGC
ENST00000686167	ENST00000686167.1	0.6927307293292138	2.6487609856405414	1.2272416254753586	0.28157039301500886	0.5052021996816587	ENSG00000103018	CYB5B	protein_coding	FT	RGC
ENST00000372025	ENST00000372025.5	-0.2908174469502446	5.9698386233806575	1.226962718804545	0.2816234299173883	0.5052435756906198	ENSG00000159596	TMEM69	protein_coding	FT	RGC
ENST00000531126	ENST00000531126.7	-0.49657934298388434	3.388337966030057	1.2266421343943337	0.2816844087445485	0.5053097001874932	ENSG00000197989	SNHG12	lncRNA	FT	RGC
ENST00000577810	ENST00000577810.1	-0.38539658917492775	4.828097553431722	1.2264992364090337	0.2817115952608583	0.5053151989998904	ENSG00000141741	MIEN1	protein_coding	FT	RGC
ENST00000284957	ENST00000284957.9	0.4495524440078858	4.059794118974659	1.2258129188973879	0.2818422168595281	0.5055062158382067	ENSG00000154710	RABGEF1	protein_coding	FT	RGC
ENST00000343043	ENST00000343043.7	-0.49767736536461243	3.3783566481759446	1.2256760172457761	0.2818682819894747	0.5055096857629917	ENSG00000132676	DAP3	protein_coding	FT	RGC
ENST00000346403	ENST00000346403.10	-0.623760972301966	3.2073145323019383	1.2243072078568853	0.2821290710195809	0.505934078821195	ENSG00000128739	SNRPN	protein_coding	FT	RGC
ENST00000261407	ENST00000261407.9	0.3804514517454605	4.424042282231585	1.2240607045302228	0.2821760697109483	0.5059384239365338	ENSG00000111684	LPCAT3	protein_coding	FT	RGC
ENST00000366932	ENST00000366932.4	-0.3115987441026812	5.45923154579598	1.2240411631556294	0.28217979594608145	0.5059384239365338	ENSG00000067533	RRP15	protein_coding	FT	RGC
ENST00000394077	ENST00000394077.8	0.30801745435041417	11.158138990480385	1.2239094106014061	0.28220492081806026	0.5059401699801065	ENSG00000114391	RPL24	protein_coding	FT	RGC
ENST00000369044	ENST00000369044.1	-0.9592929614267105	1.5042802542394482	1.2226703231933234	0.2824413579265216	0.5061907782703996	ENSG00000130348	QRSL1	protein_coding	FT	RGC
ENST00000396431	ENST00000396431.5	-0.9592929614267105	1.5042802542394482	1.2226703231933234	0.2824413579265216	0.5061907782703996	ENSG00000070882	OSBPL3	protein_coding	FT	RGC
ENST00000625136	ENST00000625136.1	-0.9592929614267105	1.5042802542394482	1.2226703231933234	0.2824413579265216	0.5061907782703996	ENSG00000279138		TEC	FT	RGC
ENST00000686545	ENST00000686545.1	-0.9592929614267105	1.5042802542394482	1.2226703231933234	0.2824413579265216	0.5061907782703996	ENSG00000289231		lncRNA	FT	RGC
ENST00000321685	ENST00000321685.7	-0.6572245923344203	2.7619423000353494	1.2220047627780113	0.28256846649221157	0.5062453437565501	ENSG00000110011	DNAJC4	protein_coding	FT	RGC
ENST00000406246	ENST00000406246.8	0.4410212188916247	4.245145292442368	1.2222556395796673	0.28252054512464575	0.5062453437565501	ENSG00000173039	RELA	protein_coding	FT	RGC
ENST00000409594	ENST00000409594.5	-0.7398635505032465	2.1894806307396992	1.222039561875007	0.28256181867490804	0.5062453437565501	ENSG00000158552	ZFAND2B	protein_coding	FT	RGC
ENST00000543959	ENST00000543959.5	-0.885897542122157	2.0117246679316296	1.222116176181229	0.2825471834597959	0.5062453437565501	ENSG00000111639	MRPL51	protein_coding	FT	RGC
ENST00000220913	ENST00000220913.10	0.5035888801035763	3.7482148386203895	1.2217393188510879	0.2826191822383461	0.506292906508561	ENSG00000104472	CHRAC1	protein_coding	FT	RGC
ENST00000225729	ENST00000225729.8	0.36494655674261095	4.595284213210596	1.221428426133018	0.2826785969088253	0.5063560433213322	ENSG00000108591	DRG2	protein_coding	FT	RGC
ENST00000367123	ENST00000367123.8	-0.5796803280319197	3.219505503944433	1.2207582366286522	0.28280673355660035	0.5065422590011304	ENSG00000171943	SRGAP2C	protein_coding	FT	RGC
ENST00000591271	ENST00000591271.5	-0.5656355269412288	3.0847067500641607	1.2200998380914365	0.2829326914687284	0.506724540786389	ENSG00000293460	LINC02210	lncRNA	FT	RGC
ENST00000335765	ENST00000335765.9	0.2711110358977847	6.741588621045644	1.219777686170004	0.2829943495327353	0.5067916420209669	ENSG00000109103	UNC119	protein_coding	FT	RGC
ENST00000532485	ENST00000532485.6	-0.39844122388739156	4.214019653359412	1.2186538098099609	0.2832095938885181	0.5071337535148787	ENSG00000078124	ACER3	protein_coding	FT	RGC
ENST00000429544	ENST00000429544.7	0.7529294752563186	2.3743778438301133	1.2178516706333207	0.2833633531971171	0.5073657167629406	ENSG00000129071	MBD4	protein_coding	FT	RGC
ENST00000326837	ENST00000326837.6	0.783022150361289	2.1180562137615393	1.2169714395215243	0.28353221021537384	0.5074776900482832	ENSG00000132716	DCAF8	protein_coding	FT	RGC
ENST00000334731	ENST00000334731.7	0.38897731350469805	4.344978319404928	1.2167795394252119	0.28356904078100226	0.5074776900482832	ENSG00000155621	C9orf85	protein_coding	FT	RGC
ENST00000375784	ENST00000375784.8	0.26124709347124697	7.4966457475999695	1.2168328594766422	0.2835588066491781	0.5074776900482832	ENSG00000213719	CLIC1	protein_coding	FT	RGC
ENST00000376834	ENST00000376834.8	0.4789917066022019	3.64480462747998	1.2172252194612099	0.2834835131435159	0.5074776900482832	ENSG00000156017	CARNMT1	protein_coding	FT	RGC
ENST00000446179	ENST00000446179.5	0.7980097966961581	2.2352162143055816	1.2167680984580156	0.283571236799141	0.5074776900482832	ENSG00000138413	IDH1	protein_coding	FT	RGC
ENST00000552296	ENST00000552296.6	0.41715244656996797	4.257127492295122	1.217080752408772	0.2835112331211253	0.5074776900482832	ENSG00000197111	PCBP2	protein_coding	FT	RGC
ENST00000273861	ENST00000273861.5	-0.9038046161128238	1.9054717225536935	1.2166310054409861	0.28359755266886344	0.5074814325497583	ENSG00000145248	SLC10A4	protein_coding	FT	RGC
ENST00000327987	ENST00000327987.9	-0.3171851745293286	5.9026083557823394	1.216155019164679	0.28368894661013266	0.5075149225051809	ENSG00000174498	IGDCC3	protein_coding	FT	RGC
ENST00000335565	ENST00000335565.6	0.38701007305989804	4.427647872194752	1.2162387862819393	0.28367285966104266	0.5075149225051809	ENSG00000185985	SLITRK2	protein_coding	FT	RGC
ENST00000651012	ENST00000651012.1	-0.7942295374739247	2.1112248754218843	1.2161732981410225	0.2836854361433354	0.5075149225051809	ENSG00000286000		lncRNA	FT	RGC
ENST00000294409	ENST00000294409.2	-0.7396854651323321	2.1046547061484784	1.2153366127405643	0.2838461806729433	0.5076228136347524	ENSG00000162419	GMEB1	protein_coding	FT	RGC
ENST00000297324	ENST00000297324.5	0.8958201984491422	1.7986639980031733	1.2153620596158183	0.28384129000620273	0.5076228136347524	ENSG00000164743	C8orf48	protein_coding	FT	RGC
ENST00000343276	ENST00000343276.4	0.8425602546921689	1.8132289453726531	1.2157128449466523	0.28377388362565775	0.5076228136347524	ENSG00000183475	ASB7	protein_coding	FT	RGC
ENST00000565299	ENST00000565299.5	-0.7396854651323321	2.1046547061484784	1.2153366127405643	0.2838461806729433	0.5076228136347524	ENSG00000074696	HACD3	protein_coding	FT	RGC
ENST00000358932	ENST00000358932.9	0.3129724599704871	6.5627817941148	1.2149656056861724	0.28391749779223724	0.5077070133375653	ENSG00000100814	CCNB1IP1	protein_coding	FT	RGC
ENST00000320431	ENST00000320431.8	0.6655399998935224	2.5977555290557417	1.2146661740061182	0.283975073768616	0.5077232926840264	ENSG00000176020	AMIGO3	protein_coding	FT	RGC
ENST00000511320	ENST00000511320.6	0.6534217295394232	3.027961852369078	1.214707384364096	0.2839671487412311	0.5077232926840264	ENSG00000087206	UIMC1	protein_coding	FT	RGC
ENST00000075120	ENST00000075120.12	0.3237829613737719	5.112382157767159	1.21420594883484	0.2840635982629848	0.5077381050233426	ENSG00000059804	SLC2A3	protein_coding	FT	RGC
ENST00000331565	ENST00000331565.5	-0.7395898234501455	2.276356923210325	1.2134894519255541	0.28420149026224234	0.5077381050233426	ENSG00000197106	SLC6A17	protein_coding	FT	RGC
ENST00000359511	ENST00000359511.5	-0.5230746193906232	3.130506799682156	1.2143849039367478	0.2840291717897622	0.5077381050233426	ENSG00000160785	SLC25A44	protein_coding	FT	RGC
ENST00000368814	ENST00000368814.8	-0.7999861290006122	1.890591193978015	1.2135078080377066	0.2841979564546228	0.5077381050233426	ENSG00000159445	THEM4	protein_coding	FT	RGC
ENST00000387449	ENST00000387449.1	-0.7999861290006122	1.890591193978015	1.2135078080377066	0.2841979564546228	0.5077381050233426	ENSG00000210184	MT-TS2	Mt_tRNA	FT	RGC
ENST00000409260	ENST00000409260.5	0.5634340930951184	3.3483123351895823	1.2138957698060417	0.28412328216030247	0.5077381050233426	ENSG00000115661	STK16	protein_coding	FT	RGC
ENST00000431519	ENST00000431519.6	-0.7999861290006122	1.890591193978015	1.2135078080377066	0.2841979564546228	0.5077381050233426	ENSG00000091527	CDV3	protein_coding	FT	RGC
ENST00000567549	ENST00000567549.2	-0.7999861290006122	1.890591193978015	1.2135078080377066	0.2841979564546228	0.5077381050233426	ENSG00000261186	LINC03100	lncRNA	FT	RGC
ENST00000591576	ENST00000591576.5	-0.7661720500784532	2.320646632294141	1.2136742987232645	0.28416590736156006	0.5077381050233426	ENSG00000168517	HEXIM2	protein_coding	FT	RGC
ENST00000272139	ENST00000272139.5	0.2988802752794093	5.824353433459125	1.2129330273722359	0.2843086376732966	0.5078553234675612	ENSG00000143793	C1orf35	protein_coding	FT	RGC
ENST00000326505	ENST00000326505.4	0.379151127527311	4.5828938064860205	1.2127831282657953	0.28433751211162717	0.5078553234675612	ENSG00000176597	B3GNT5	protein_coding	FT	RGC
ENST00000570646	ENST00000570646.6	-0.5376130299610222	3.0385592897726936	1.2127710984441922	0.284339829536065	0.5078553234675612	ENSG00000103415	HMOX2	protein_coding	FT	RGC
ENST00000316308	ENST00000316308.9	-0.44651564478897543	3.7759991326178706	1.2124921597560072	0.28439357136786253	0.5079080073815304	ENSG00000113240	CLK4	protein_coding	FT	RGC
ENST00000369405	ENST00000369405.7	0.5026959527020731	3.3440457111410264	1.212091358416662	0.2844708157286015	0.5080026526893251	ENSG00000023041	ZDHHC6	protein_coding	FT	RGC
ENST00000247881	ENST00000247881.4	0.941969425191294	2.214079952599871	1.21244837826652	0.28469543499201316	0.5083604387698333	ENSG00000127364	TAS2R4	protein_coding	FT	RGC
ENST00000247668	ENST00000247668.7	0.3338460178417728	5.035213873732786	1.210401066808637	0.28479688611998843	0.5084982500066171	ENSG00000127191	TRAF2	protein_coding	FT	RGC
ENST00000312719	ENST00000312719.10	-0.9817190537446014	1.6685270228968854	1.2100195520002481	0.284870552527892	0.5084997618359586	ENSG00000249853	HS3ST5	protein_coding	FT	RGC
